urlid,URL,Label, Source IP, Source Port, Destination IP, Destination Port, Timestamp,Results
10.42.0.1-10.42.0.42-53-26432-17,charlesraglandbunnell.com/,no cyber attack,10.42.0.1,37884,10.42.0.151,5351,05-08-17 5:01,0
172.217.12.174-10.42.0.151-443-54508-6,charlesrgable.us/,no cyber attack,10.42.0.211,31404,10.42.0.1,53,11-07-17 9:52,0
10.42.0.211-119.146.74.33-47234-443-6,charlesrlister.blogspot.com/,no cyber attack,10.42.0.211,41312,64.71.142.96,80,04-08-17 9:38,0
203.205.158.52-10.42.0.42-80-47428-6,charlesrwoodbuilders.com/,no cyber attack,10.42.0.42,46971,47.89.69.217,80,04-08-17 11:21,0
180.149.136.247-10.42.0.211-80-59045-6,charlessammutsculptor.com/,no cyber attack,10.42.0.211,64124,10.42.0.1,53,04-08-17 8:39,0
10.42.0.151-23.192.21.115-37392-443-6,charlesshaughnessyblog.blogspot.com/,no cyber attack,10.42.0.211,57858,10.42.0.1,53,12-07-17 12:31,0
192.229.163.180-10.42.0.211-443-37024-6,charlesspencerlingle.com/,no cyber attack,10.42.0.211,38037,50.18.174.184,443,12-07-17 1:42,0
180.76.147.76-10.42.0.211-80-37284-6,charlesstevenson.blogspot.com/,no cyber attack,10.42.0.211,52887,10.42.0.1,53,04-08-17 12:41,0
202.77.129.150-10.42.0.211-80-34468-6,charlesthomsonjournalist.blogspot.com/,no cyber attack,10.42.0.211,60485,172.217.11.10,443,12-07-17 2:53,0
10.42.0.211-10.42.0.1-35245-53-17,charleston.craigslist.org/jwl/2660985646.html,no cyber attack,10.42.0.42,35430,54.239.17.113,443,05-08-17 11:04,0
10.42.0.211-47.88.68.21-38595-443-6,charlestonjobmarket.com/jobs.asp?pagemode=15&jid=1328390&job_code=%2D1&job_type_id=3&category_id=1465&keywords=&city_id=%2D1&domain_id=%2D1&kt=Real+estate+professionals%3A+Explore+a+top%2Dranked+career+in+a+growing+industry&kc=Ameriprise+Financial&kl=Greensboro%2C+NC,no cyber attack,10.42.0.211,57731,23.21.115.9,443,11-07-17 9:52,0
10.42.0.42-104.193.88.109-53640-80-6,charlestonmusicschool.com/,no cyber attack,54.192.38.236,443,10.42.0.211,33098,04-08-17 3:32,0
10.42.0.211-125.39.133.40-45695-80-6,charlestonsole.com/,no cyber attack,10.42.0.42,60674,216.58.217.99,443,14-08-17 2:05,0
10.42.0.211-23.21.150.201-58997-443-6,charlestonwedding.com/index.html,no cyber attack,104.97.95.172,80,10.42.0.211,39618,04-08-17 5:57,0
10.42.0.151-10.42.0.1-1637-53-17,charlestonwineandfood.com/people/todd-mazurek/,no cyber attack,10.42.0.151,56666,52.45.159.13,443,04-08-17 3:05,0
172.217.8.4-10.42.0.211-443-58673-6,charlestonwineandfood.com/personalities/charleston-chefs/,no cyber attack,216.58.219.226,443,10.42.0.151,60409,05-08-17 3:06,0
10.42.0.211-10.42.0.1-47619-53-17,charlestownbridge.com/2011/03/10/the-flatley-o%e2%80%99flaherty-st-patrick%e2%80%99s-day-celebration-of-all-celebrations/,no cyber attack,10.42.0.211,37839,209.10.120.26,80,12-07-17 3:31,0
10.42.0.211-10.42.0.1-48917-53-17,charleswilliamphotography.com/,no cyber attack,169.47.42.209,443,10.42.0.211,39138,30-06-17 9:32,0
10.42.0.211-31.13.80.52-42522-443-6,charleswysocki.artifactsgallery.com/,no cyber attack,10.42.0.42,54628,115.239.210.141,80,04-08-17 5:41,0
10.42.0.211-10.42.0.1-30870-53-17,charlevoixquebec.wordpress.com/,no cyber attack,10.42.0.1,51704,10.42.0.151,5351,04-08-17 2:59,0
180.149.138.197-10.42.0.211-80-50567-6,charleychase.50webs.com/filmography.htm,no cyber attack,10.42.0.211,55367,36.110.213.49,443,12-07-17 3:00,0
182.254.5.234-10.42.0.211-80-56473-6,charleychase.bondage-on.net/,no cyber attack,10.42.0.211,45529,220.243.219.55,80,04-08-17 2:26,0
10.42.0.211-119.146.74.34-46249-80-6,charleychase.com/,no cyber attack,172.217.1.174,443,10.42.0.42,58888,05-08-17 10:03,0
10.42.0.151-125.39.133.40-34935-80-6,charleychasepictures.com/,no cyber attack,10.42.0.151,65497,10.42.0.1,53,30-06-17 3:40,0
172.217.6.234-10.42.0.42-443-45539-6,charliebean.com/,no cyber attack,10.42.0.211,49079,31.13.71.7,443,04-08-17 3:09,0
10.42.0.151-72.21.207.148-35457-443-6,charliecopeland.org/,no cyber attack,10.42.0.211,49271,10.42.0.1,53,04-08-17 8:43,0
180.149.153.234-10.42.0.211-80-57420-6,charliehuston.com/,no cyber attack,10.42.0.151,46694,220.243.219.55,80,30-06-17 4:16,0
10.42.0.211-10.42.0.1-55980-53-17,charlienewton.com/bio.php,no cyber attack,10.42.0.211,44965,47.88.68.21,443,30-06-17 10:24,0
180.149.134.221-10.42.0.211-80-41337-6,charlieoriley.com/,no cyber attack,10.42.0.42,11664,10.42.0.1,53,04-08-17 9:48,0
10.42.0.1-10.42.0.42-53-9223-17,charliepark.org/slopegraphs/,no cyber attack,10.42.0.211,39900,220.181.7.190,443,11-07-17 11:16,0
10.42.0.42-104.244.43.163-59118-443-6,charlierock71.blogspot.com/,no cyber attack,10.42.0.151,23299,10.42.0.1,53,30-06-17 10:21,0
10.42.0.1-10.42.0.42-53-32175-17,charlieross.co.uk/,no cyber attack,10.42.0.211,39054,69.147.82.60,443,04-08-17 4:10,0
172.217.10.142-10.42.0.211-80-56708-6,charlieross.com/,no cyber attack,10.42.0.211,2366,10.42.0.1,53,04-08-17 11:43,0
10.42.0.211-10.42.0.1-18879-53-17,charlieshapiro2011.org/,no cyber attack,10.42.0.211,55898,222.73.31.32,8288,30-06-17 12:11,0
172.217.10.142-10.42.0.211-443-37278-6,charlieshapiro2011.org/endorsements/,no cyber attack,10.42.0.151,53083,172.217.3.106,443,04-08-17 1:02,0
219.142.78.162-10.42.0.211-443-35568-6,charlotte-air-duct-cleaning.com/,no cyber attack,10.42.0.151,38828,172.217.7.163,443,26-06-17 2:01,0
151.101.21.140-10.42.0.211-80-37656-6,charlotte-gainsbourg.blogspot.com/2007/10/paper-reluctant-muse-avril-2007.html,no cyber attack,10.42.0.211,49297,31.13.71.36,443,04-08-17 8:23,0
203.130.53.126-10.42.0.42-80-33323-6,charlotte-gainsbourg.blogspot.com/2009_10_01_archive.html,no cyber attack,10.42.0.211,41754,72.21.206.140,443,04-08-17 8:02,0
192.229.173.173-10.42.0.211-80-44238-6,charlotte-mason.meetup.com/,no cyber attack,10.42.0.42,33105,203.130.53.126,80,04-08-17 9:46,0
10.42.0.211-64.71.142.110-42468-443-6,charlotte-nc.meetup.com/,no cyber attack,10.42.0.42,52326,121.12.98.63,80,04-08-17 6:00,0
172.217.9.234-10.42.0.211-443-44773-6,charlotte-nc.meetup.com/all/,no cyber attack,23.206.166.62,80,10.42.0.211,40000,12-07-17 1:06,0
172.217.10.234-10.42.0.211-443-56196-6,charlotte.citysearch.com/listings/charlotte/butcher_shops/66521_1707,no cyber attack,10.42.0.211,42475,106.11.94.1,443,04-08-17 6:35,0
10.42.0.151-31.13.71.3-52362-443-6,charlotte.citysearch.com/profile/45868833/charlotte_nc/h_r_block.html,no cyber attack,103.235.46.39,80,10.42.0.42,57600,23-06-17 4:41,0
10.42.0.211-103.43.91.18-56406-443-6,charlotte.citysearch.com/profile/6278093/charlotte_nc/baker_mitchell_co.html,no cyber attack,10.42.0.211,46659,137.116.195.37,443,04-08-17 2:22,0
10.42.0.42-104.192.110.245-41840-80-6,charlotte.craigslist.org/laf/,no cyber attack,106.11.129.143,80,10.42.0.42,53648,14-08-17 11:10,0
203.205.158.61-10.42.0.42-80-53996-6,charlotte.craigslist.org/mat/index100.html,no cyber attack,10.42.0.151,43269,172.217.3.35,443,05-08-17 12:40,0
10.42.0.42-88.212.201.195-54591-443-6,charlotte.craigslist.org/muc/,no cyber attack,10.42.0.151,38631,172.217.7.195,80,05-08-17 10:19,0
10.42.0.211-64.71.142.96-60181-443-6,charlotte.news14.com/,no cyber attack,10.42.0.211,42251,54.221.219.50,443,11-07-17 10:17,0
209.10.120.26-10.42.0.211-80-50692-6,charlotte.news14.com/content/cooking/,no cyber attack,10.42.0.211,36396,10.42.0.1,53,04-08-17 3:23,0
10.42.0.211-64.71.142.110-44368-443-6,charlotte.news14.com/content/headlines/628495/raleigh-diocese-looks-into-building-new-cathedral,no cyber attack,10.42.0.42,55106,10.42.0.1,53,04-08-17 9:46,0
10.42.0.151-23.74.67.241-40245-80-6,charlotte.news14.com/content/local_news/triangle/631150/medal-of-honor-presented-to-fort-bragg-soldier-s-family,no cyber attack,10.42.0.42,38165,62.138.0.117,80,14-08-17 4:50,0
169.54.129.41-10.42.0.151-443-32814-6,charlotte.rivals.com/content.asp?CID=1194985,no cyber attack,10.42.0.211,56219,172.217.12.195,443,11-07-17 10:11,0
172.217.11.10-10.42.0.151-443-50647-6,charlotteatheists.com/,no cyber attack,10.42.0.151,45110,10.42.0.1,53,30-06-17 10:16,0
10.42.0.1-10.42.0.42-53-19950-17,charlotteksters.ifunnyblog.com/,no cyber attack,10.42.0.211,32885,8.41.222.241,443,05-08-17 12:48,0
172.217.10.110-10.42.0.151-443-38429-17,charlotterestaurants.net/directory-php/,no cyber attack,10.42.0.151,33232,172.217.10.238,443,30-06-17 12:07,0
203.205.158.61-10.42.0.211-80-59889-6,charlottesmallbizweek2011expo.eventbrite.com/,no cyber attack,10.42.0.211,16910,10.42.0.1,53,04-08-17 11:13,0
10.42.0.211-10.42.0.1-29598-53-17,charmaineveronicawan.wordpress.com/2010/01/27/lucas-till-fever/,no cyber attack,10.42.0.211,53682,172.217.9.232,443,04-08-17 12:42,0
172.217.6.238-10.42.0.151-443-47981-6,charmcitycakes.com/,no cyber attack,10.42.0.151,39454,10.42.0.1,5351,05-08-17 9:48,0
192.229.163.180-10.42.0.211-443-51153-6,charmed.wikia.com/wiki/Category:Warren_Powers,no cyber attack,10.42.0.151,38416,169.55.67.244,443,26-06-17 1:48,0
180.76.147.76-10.42.0.211-80-37290-6,charmed.wikia.com/wiki/Melinda_Warren,no cyber attack,10.42.0.42,51589,98.139.180.180,443,04-08-17 9:30,0
10.42.0.42-23.206.125.17-44342-80-6,charmedhalliwell.wikia.com/wiki/Melinda_Warren,no cyber attack,10.42.0.151,60607,52.216.64.219,443,05-08-17 12:09,0
10.42.0.151-14.204.144.143-39580-80-6,charmedlass.multiply.com/,no cyber attack,10.42.0.211,13792,10.42.0.1,53,04-08-17 2:06,0
10.42.0.211-23.206.162.129-39561-80-6,charmingindians.blogspot.com/2009/06/hot-air-hostess-pictures-real-life-hot.html,no cyber attack,60.217.249.36,80,10.42.0.211,55491,05-08-17 12:30,0
10.42.0.151-13.32.250.220-50463-443-6,charpo.blogspot.com/2011/01/about-us.html,no cyber attack,10.42.0.151,57764,172.217.11.14,443,04-08-17 5:04,0
202.77.129.150-10.42.0.42-80-59085-6,charpo.blogspot.com/2011/01/news-tyrone-benskin-to-run-for-ndp.html,no cyber attack,10.42.0.211,4840,10.42.0.1,53,04-08-17 4:29,0
10.42.0.42-61.135.185.139-58138-80-6,chartandmapshop.com.au/,no cyber attack,10.42.0.211,47989,172.217.11.10,443,04-08-17 4:57,0
172.217.12.206-10.42.0.211-443-58723-6,charter-airlines.org/,no cyber attack,10.42.0.42,47299,172.217.10.234,443,15-08-17 11:16,0
10.42.0.151-111.221.77.168-43477-40011-17,charterairlinesinc.com/,no cyber attack,10.42.0.211,44389,54.230.49.105,443,11-07-17 6:33,0
180.149.153.234-10.42.0.151-80-38589-6,charterbusconnect.com/charters/Joliette/QC,no cyber attack,10.42.0.151,54433,54.173.220.111,443,05-08-17 8:54,0
172.217.11.40-10.42.0.42-443-50470-6,charttheatrenetwork.com/,no cyber attack,10.42.0.211,47023,54.225.143.212,443,14-07-17 4:05,0
182.22.67.102-10.42.0.211-443-57061-6,chase-prepaid-debit-cards.debitcardtrust.com/,no cyber attack,10.42.0.211,43562,183.232.231.30,443,04-08-17 8:19,0
10.42.0.211-10.42.0.1-62464-53-17,chasebank.locationsmap.com/,no cyber attack,10.42.0.151,42797,10.42.0.1,53,30-06-17 12:20,0
10.42.0.211-10.42.0.1-8791-53-17,chasekids.com/,no cyber attack,10.42.0.151,36475,172.217.10.3,443,05-08-17 10:46,0
10.42.0.151-31.13.80.37-39518-443-6,chaseuph.com/,no cyber attack,10.42.0.42,52910,123.125.29.138,80,04-08-17 7:33,0
10.42.0.211-115.239.210.141-60998-80-6,chasingutley.com/tag/john-mayberry-jr/,no cyber attack,10.42.0.42,54528,182.22.25.252,443,04-08-17 11:45,0
10.42.0.42-69.147.82.61-58930-443-6,chasseart.com/scripts/prodList.asp?idCategory=17,no cyber attack,180.149.134.221,80,10.42.0.211,48428,04-08-17 6:16,0
10.42.0.1-10.42.0.42-53-1936-17,chatanuga.org/NKP765.html,no cyber attack,10.42.0.211,54154,174.129.32.118,443,14-07-17 4:14,0
172.217.11.1-10.42.0.42-443-36314-6,chateauencouleur.com/,no cyber attack,10.42.0.211,35785,220.181.7.190,443,04-08-17 4:05,0
205.185.216.42-10.42.0.151-80-53411-6,chateauguay.rentershotline.ca/,no cyber attack,172.217.10.225,443,10.42.0.211,57086,04-08-17 9:41,0
10.42.0.42-106.11.129.144-34495-443-6,chateaulebeau.net/,no cyber attack,10.42.0.211,42905,169.47.5.235,443,04-08-17 8:06,0
175.100.207.232-10.42.0.151-443-49234-6,chateaulepooch.com/,no cyber attack,10.42.0.151,51945,10.42.0.1,53,05-08-17 1:35,0
192.229.173.173-10.42.0.42-443-51324-6,chathamjrmaroons.pointstreaksites.com/view/chathamjrmaroons,no cyber attack,10.42.0.151,46394,66.102.255.61,443,30-06-17 11:16,0
180.76.145.14-10.42.0.211-80-45132-6,chatswoodapplianceservices.com.au/about-us.html,no cyber attack,10.42.0.151,38910,10.42.0.1,53,30-06-17 12:21,0
10.42.0.1-10.42.0.42-53-48996-17,chattanooga.craigslist.org/apa/2672849101.html,no cyber attack,174.35.73.110,443,10.42.0.42,51371,14-08-17 11:10,0
10.42.0.211-108.168.176.195-42258-5222-6,chattarati.com/culture/music/2009/6/17/10-questions-chip-baker-riverbend/,no cyber attack,10.42.0.211,47081,10.42.0.1,53,11-07-17 6:58,0
10.42.0.211-123.125.29.220-47604-80-6,chatterbox.typepad.com/portlandarchitecture/2011/09/opsis-architecture-ellerbe-becket-awarded-commision-to-renovate-memorial-coliseum.html,no cyber attack,10.42.0.211,57931,64.71.142.110,443,04-08-17 9:45,0
10.42.0.211-58.63.236.212-53400-443-6,chattooga1180.com/,no cyber attack,10.42.0.151,37694,106.11.92.6,443,05-08-17 5:26,0
10.42.0.151-10.42.0.1-50410-53-17,chattooga1180.com/index.php?option=com_content&task=category&sectionid=9&id=30&Itemid=54,no cyber attack,10.42.0.151,56182,172.217.12.131,443,04-08-17 9:34,0
10.42.0.211-10.42.0.1-56162-53-17,chazzcreations.com.p8.hostingprod.com/thomasshawrimes_family_history/dekle_family_history,no cyber attack,10.42.0.211,60339,10.42.0.1,53,11-07-17 6:59,0
172.217.10.78-10.42.0.151-443-53732-6,chazzcreations.com.p8.hostingprod.com/watersbarrongorntotownsend_history/waters_family_history,no cyber attack,40.78.98.202,443,10.42.0.151,56014,30-06-17 9:49,0
172.217.9.227-10.42.0.211-443-58513-6,chazzcreations.com/mize_genealogy,no cyber attack,10.42.0.211,56487,172.217.6.234,443,04-08-17 7:36,0
172.217.8.3-10.42.0.42-80-44821-6,chbdistrictlibraries.blogspot.com/,no cyber attack,10.42.0.151,42623,59.110.88.129,80,04-08-17 5:02,0
10.42.0.42-104.244.43.163-59104-443-6,chcacademy.com/news.html,no cyber attack,10.42.0.211,48157,10.42.0.1,53,12-07-17 3:25,0
10.42.0.211-52.84.29.154-57109-443-6,chdownloadmovies.com/,no cyber attack,203.205.158.55,80,10.42.0.211,40723,04-08-17 6:37,0
10.42.0.151-10.42.0.1-59977-53-17,chdownloadmovies.com/full-viva-la-vie-movie-downloads/,no cyber attack,10.42.0.211,51129,192.229.163.180,443,30-06-17 10:37,0
10.42.0.211-10.42.0.1-46383-53-17,chealth.canoe.ca/drug_info_details.asp?brand_name_id=2160&rot=4,no cyber attack,172.217.12.202,443,10.42.0.211,56291,04-08-17 12:20,0
174.35.73.110-10.42.0.211-80-34160-6,cheap-bass-guitar.com/,no cyber attack,10.42.0.211,31150,10.42.0.1,53,12-07-17 12:44,0
10.42.0.151-31.13.80.37-58995-443-6,cheapbooks.com/,no cyber attack,10.42.0.211,45347,54.235.81.66,443,12-07-17 3:23,0
10.42.0.211-23.36.33.160-44446-443-6,cheapchicagohoteldeals.com/HouseofBluesHotelChicago.htm,no cyber attack,10.42.0.151,52276,216.58.219.202,443,05-08-17 12:44,0
172.217.10.130-10.42.0.42-443-36760-6,cheapelectros.com/,no cyber attack,10.42.0.211,39565,106.39.162.36,80,04-08-17 2:49,0
10.42.0.211-10.42.0.1-6706-53-17,cheapestbaseballinfieldersglove.blogspot.com/2011/05/cheap-wilson-a2000-superskin-infielder.html,no cyber attack,10.42.0.42,3754,10.42.0.1,53,04-08-17 5:40,0
172.217.11.42-10.42.0.151-443-59135-6,cheapheatingnow.com/usa-electricity-generation-at-home/,no cyber attack,10.42.0.211,33606,59.38.112.48,443,04-08-17 8:19,0
10.42.0.42-66.198.178.90-59715-80-6,cheapholidayplaner.com/,no cyber attack,10.42.0.211,56946,222.73.31.32,8288,30-06-17 12:19,0
172.217.12.206-10.42.0.151-443-55256-6,cheapileeho.info/554-1503_Preston---King-Sham_01-30-40.html,no cyber attack,10.42.0.211,48383,121.12.98.63,80,30-06-17 10:43,0
173.194.204.138-10.42.0.211-443-34246-6,cheapseagulllargo1314inchoutdoor6.tk/client-issue-omcmanager-tarantella,no cyber attack,10.42.0.211,35862,180.149.136.194,443,04-08-17 2:26,0
10.42.0.211-103.43.91.20-43143-443-6,cheapshotsllc.blogspot.com/,no cyber attack,10.42.0.151,34188,172.217.10.234,443,04-08-17 10:25,0
172.217.10.141-10.42.0.151-443-39886-6,cheapstheycome.wordpress.com/2011/11/30/vampiros-los-muertos-2002/,no cyber attack,10.42.0.1,51972,239.255.255.250,1900,12-07-17 1:41,0
10.42.0.211-119.146.74.33-50658-443-6,cheaptaxiwolverhampton.co.uk/,no cyber attack,10.42.0.151,52719,202.77.129.161,80,30-06-17 11:07,0
10.42.0.211-95.213.11.133-35222-443-6,cheapticketstub.com/,no cyber attack,10.42.0.211,56951,172.217.7.3,443,11-07-17 7:04,0
10.42.0.151-52.179.189.71-41686-443-6,cheaptweet.com/tweets/17594912033-Last-chance-to-grab-a-nora-fleming-rectangle-platter-or-garnish-dish-on-sale-for-$35-Reg-$45-Sale-ends-,no cyber attack,10.42.0.42,54024,203.205.158.61,80,04-08-17 8:18,0
172.217.8.4-10.42.0.211-443-33354-6,cheat-terselubung.blogspot.com/2011/07/free-download-gratis-harry-potter-and.html,no cyber attack,10.42.0.211,40572,172.217.10.131,443,04-08-17 4:15,0
202.77.129.150-10.42.0.42-80-40114-6,cheatcodes.com/bulletstorm-pc/,no cyber attack,10.42.0.211,31932,10.42.0.1,53,11-07-17 11:30,0
10.42.0.211-72.21.207.79-43284-443-6,cheatcodes.com/ps3/,no cyber attack,10.42.0.42,42963,175.100.207.233,80,14-08-17 10:02,0
10.42.0.211-10.42.0.1-3245-53-17,cheats.ign.com/index/playstation-3-cheats/index.html,no cyber attack,10.42.0.151,53181,172.217.12.170,443,05-08-17 2:33,0
183.79.248.252-10.42.0.211-443-55927-6,cheatscs.net/,no cyber attack,10.42.0.211,48606,180.149.136.194,80,04-08-17 5:13,0
10.42.0.211-106.11.92.1-39397-443-6,cheboygancountymi.org/church/stanne/baptsa6.html,no cyber attack,172.217.12.170,443,10.42.0.211,54305,04-08-17 8:16,0
180.76.152.193-10.42.0.42-80-41221-6,cheboygancountymi.org/vital/marriages/mar2m.html,no cyber attack,10.42.0.211,46549,52.201.35.194,443,17-07-17 10:46,0
169.47.42.237-10.42.0.211-5222-50749-6,checking-account.findthebest.com/,no cyber attack,10.42.0.211,36286,123.151.79.150,80,12-07-17 1:35,0
172.217.10.142-10.42.0.151-80-43568-6,checkingaccount.com/,no cyber attack,10.42.0.151,52793,203.205.128.137,80,26-06-17 1:36,0
172.217.10.10-10.42.0.151-443-43728-6,checkingaccountnumber.org/,no cyber attack,172.217.12.161,443,10.42.0.151,37946,04-08-17 7:57,0
192.229.173.136-10.42.0.151-443-38990-6,checkingaccountoffers.net/,no cyber attack,10.42.0.211,38596,66.102.255.61,443,14-07-17 4:07,0
10.42.0.211-87.240.165.91-54024-80-6,checkingaccountpromotion.net/,no cyber attack,10.42.0.151,53435,172.217.10.106,443,04-07-17 10:05,0
10.42.0.211-10.42.0.1-9374-53-17,checkingaccountpromotions.com/,no cyber attack,10.42.0.151,48535,216.58.217.132,443,05-08-17 10:19,0
10.42.0.151-10.42.0.1-24077-53-17,checkingaccountquestions.com/,no cyber attack,10.42.0.211,44661,23.208.168.108,80,04-08-17 2:31,0
172.217.11.46-10.42.0.42-443-35490-6,cheektochic.blogspot.com/,no cyber attack,10.42.0.211,40568,31.13.69.197,443,04-08-17 5:14,0
10.42.0.211-10.42.0.1-37137-53-17,cheerleading.about.com/od/findasquad/a/eagles_audition.htm,no cyber attack,10.42.0.211,45901,203.130.53.126,80,04-08-17 8:42,0
222.73.28.96-10.42.0.211-80-58704-6,cheeseheadtv.com/blog/ryan-grant-or-james-starks,no cyber attack,10.42.0.42,34119,172.217.12.138,443,05-08-17 10:00,0
203.130.53.126-10.42.0.211-80-39096-6,cheeseunderground.blogspot.com/,no cyber attack,10.42.0.211,54609,118.123.114.134,80,30-06-17 10:43,0
172.217.10.46-10.42.0.151-443-44435-6,cheeseunderground.blogspot.com/2009/11/obama-cheesehead-hat.html,no cyber attack,172.217.7.196,443,10.42.0.151,45887,05-08-17 9:25,0
172.217.10.141-10.42.0.42-443-53019-17,chefcolleenmullen.com/,no cyber attack,10.42.0.151,46557,169.54.33.161,443,05-08-17 11:15,0
10.42.0.211-31.13.71.1-58575-443-6,chefmoz.org/Australia/VIC/Belgrave/La_Collina_Pizzeria1065506162.html,no cyber attack,10.42.0.211,60348,151.101.21.140,443,14-07-17 4:39,0
172.217.6.238-10.42.0.151-443-51144-6,chefmoz.org/Canada/QC/Montreal-Nord/,no cyber attack,10.42.0.211,40284,10.42.0.1,53,11-07-17 6:29,0
10.42.0.42-23.206.125.17-39540-80-6,chefmoz.org/Canada/QC/Montreal/,no cyber attack,10.42.0.211,33138,66.102.255.40,443,12-07-17 3:35,0
10.42.0.1-10.42.0.42-53-14205-17,chefmoz.org/United_States/CA/Atwater/,no cyber attack,10.42.0.211,43810,172.217.12.131,443,12-07-17 3:50,0
10.42.0.211-64.71.142.124-43104-443-6,chefmoz.org/United_States/OH/Lima/Kewpee_Hamburgers1066842234.html,no cyber attack,10.42.0.211,42051,104.193.88.109,80,12-07-17 2:02,0
10.42.0.151-106.39.169.66-36892-80-6,chefmoz.org/United_States/TN/Knoxville/,no cyber attack,10.42.0.211,50567,180.149.138.197,80,04-08-17 5:13,0
172.217.10.234-10.42.0.151-443-32815-6,chefshop.com/Cocoa-Nibs-Pralus-P6322.aspx,no cyber attack,10.42.0.1,5353,224.0.0.251,5353,30-06-17 11:30,0
172.217.6.238-10.42.0.211-443-38472-6,chefshop.com/Mama-Lils-Sweet-Hot-Peppas-P7622.aspx,no cyber attack,103.7.30.118,80,10.42.0.151,43316,05-08-17 4:05,0
172.217.10.110-10.42.0.211-443-39875-6,cheftedcizma.com/,no cyber attack,10.42.0.211,38746,182.22.25.252,443,04-08-17 2:46,0
169.53.71.247-10.42.0.211-443-45320-6,cheklist.com/flights.cfm,no cyber attack,10.42.0.151,56558,58.215.168.151,80,30-06-17 3:34,0
10.42.0.211-10.42.0.1-1075-53-17,chellephotography.wordpress.com/,no cyber attack,10.42.0.151,56750,216.58.219.238,443,04-08-17 11:13,0
10.42.0.151-31.13.71.3-59640-443-6,chelmortonfootball.sports.officelive.com/,no cyber attack,10.42.0.151,36843,52.94.232.33,443,30-06-17 4:10,0
10.42.0.211-23.208.218.4-57725-443-6,chelseaperetti.blogspot.com/,no cyber attack,10.42.0.211,53812,216.58.219.202,443,11-07-17 10:04,0
10.42.0.151-10.42.0.1-1656-53-17,chelseaperetti.blogspot.com/2005_07_10_archive.html,no cyber attack,10.42.0.211,58066,52.84.26.207,80,05-08-17 12:08,0
216.58.219.195-10.42.0.42-443-38330-6,chelseaperetti.com/,no cyber attack,10.42.0.211,49156,173.241.242.143,443,05-08-17 12:48,0
172.217.10.227-10.42.0.151-443-49025-6,chem.berkeley.edu/faculty/bergman/,no cyber attack,10.42.0.151,52325,173.194.175.188,5228,05-08-17 6:37,0
10.42.0.151-47.89.67.224-59130-443-6,chem.concordia.ca/,no cyber attack,10.42.0.42,52908,172.217.11.42,443,04-08-17 9:01,0
10.42.0.42-104.193.88.109-42366-80-6,chem.owu.edu/,no cyber attack,10.42.0.151,41899,119.146.74.33,443,05-08-17 8:55,0
10.42.0.42-23.206.125.17-39543-80-6,chem.rutgers.edu/research/faculty_by_traditional_research_area,no cyber attack,10.42.0.151,64893,10.42.0.1,53,04-08-17 9:07,0
8.0.6.4-8.6.0.1-0-0-0,chem11.proboards.com/index.cgi?board=gaiasphere&action=print&thread=1881,no cyber attack,10.42.0.211,44670,123.125.46.141,80,11-07-17 10:16,0
10.42.0.151-36.110.210.167-33303-80-6,chemed.chem.pitt.edu/,no cyber attack,10.42.0.211,39201,172.217.6.234,443,30-06-17 10:32,0
183.79.250.123-10.42.0.151-443-44242-6,chemed.chem.pitt.edu/Jeopardy/,no cyber attack,31.13.80.5,443,10.42.0.151,50350,05-08-17 8:28,0
10.42.0.151-104.244.43.131-48465-443-6,chemical-ghoul.tripod.com/id3.html,no cyber attack,172.217.11.8,443,10.42.0.151,35167,05-08-17 12:40,0
10.42.0.151-31.13.71.52-47610-443-6,chemical-magazine.com/2011/10/19/t-pain-releases-the-artwork-for-his-next-album-revolver/,no cyber attack,10.42.0.42,54535,10.42.0.1,53,04-08-17 7:33,0
216.58.219.227-10.42.0.151-443-41253-6,chemicaljump.com/tag/a-trak/,no cyber attack,10.42.0.42,40388,205.185.216.42,80,04-08-17 6:26,0
198.11.132.178-10.42.0.211-443-51423-6,chemicals.zibb.com/profile/lockheed+martin+corporation/us/12294278,no cyber attack,10.42.0.211,40889,121.12.98.64,80,04-08-17 4:14,0
172.217.9.234-10.42.0.151-443-54394-6,chemicals.zibb.com/trademark/lloyd+klein+lk+paris/30609871,no cyber attack,10.42.0.151,53465,10.42.0.1,53,05-08-17 12:38,0
10.42.0.211-54.225.208.80-53336-443-6,chemicalsupplies.tradeindia.com/,no cyber attack,10.42.0.211,40812,52.2.18.215,80,30-06-17 9:53,0
10.42.0.211-64.71.142.95-43965-443-6,chemingway.tripod.com/Data/VolumeB-ST.html,no cyber attack,10.42.0.211,41792,64.71.142.110,443,12-07-17 2:59,0
10.42.0.42-66.198.24.243-54358-80-6,chemistry.about.com/od/elementfacts/a/argon.htm,no cyber attack,10.42.0.151,43779,10.42.0.1,53,05-08-17 4:05,0
10.42.0.211-23.21.95.195-34939-443-6,chemistry.about.com/od/famouschemists/ig/Chemistry-Nobel-Prize-Photos/1989---Sidney-Altman.htm,no cyber attack,10.42.0.211,13961,10.42.0.1,53,30-06-17 9:53,0
172.217.6.206-10.42.0.151-443-50436-6,chemistry.about.com/od/famouschemists/p/rudolphmarcusbio.htm,no cyber attack,10.42.0.151,53354,172.217.10.46,443,04-08-17 9:42,0
